material,thermal_conductivity,density,specific_heat,wall_thickness,roof_thickness,length,width,height,orientation,insulation_thickness,window_to_wall_ratio,outdoor_temperature,humidity,solar_radiation,wind_speed,pressure,interior_temperature
burnt_clay_brick,0.77,1900.0,840.0,0.432,0.399,9.26,8.71,4.5,101.0,0.17,0.39,43.3,39.1,598.3,18.7,770.9,32.15
stabilized_earth_block,0.85,1800.0,880.0,0.591,0.185,9.41,9.09,4.36,217.0,0.17,0.18,-18.3,31.1,433.8,22.3,676.7,10.35
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.391,0.105,3.44,5.18,4.0,271.7,0.183,0.08,24.9,84.8,970.3,14.1,980.7,27.73
polyurethane_sandwich,0.022,40.0,1400.0,0.249,0.367,9.77,3.29,4.33,151.3,0.132,0.14,-21.4,15.5,1049.0,15.1,644.9,14.06
eps_insulated_concrete,0.038,1250.0,1100.0,0.121,0.339,6.65,3.75,2.73,338.3,0.179,0.14,-1.6,24.8,1018.2,17.8,643.6,23.38
stabilized_earth_block,0.85,1800.0,880.0,0.335,0.313,4.14,8.17,4.13,245.7,0.048,0.19,22.7,80.0,676.7,18.5,953.6,26.16
eps_insulated_concrete,0.038,1250.0,1100.0,0.374,0.099,4.9,7.67,2.8,190.0,0.069,0.19,16.4,82.9,387.7,7.0,959.6,20.84
stabilized_earth_block,0.85,1800.0,880.0,0.453,0.162,8.45,3.01,2.64,212.7,0.149,0.29,15.4,75.2,680.2,24.2,704.5,20.94
polyurethane_sandwich,0.022,40.0,1400.0,0.12,0.399,9.7,8.12,3.84,47.9,0.044,0.39,15.2,62.1,817.2,20.9,605.8,17.55
stabilized_earth_block,0.85,1800.0,880.0,0.271,0.223,4.32,7.54,2.66,132.8,0.195,0.18,11.3,32.0,763.1,21.6,661.3,16.72
eps_insulated_concrete,0.038,1250.0,1100.0,0.277,0.358,10.72,7.64,3.43,341.7,0.087,0.14,5.3,22.7,881.4,21.0,914.3,8.8
timber_frame,0.13,500.0,1600.0,0.245,0.212,10.93,3.98,2.99,153.4,0.003,0.32,12.1,56.9,447.8,16.5,788.7,16.17
polyurethane_sandwich,0.022,40.0,1400.0,0.532,0.349,11.67,4.89,3.41,157.7,0.027,0.32,20.2,40.8,1086.5,14.2,869.6,28.19
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.155,0.311,7.7,7.83,2.97,237.0,0.16,0.31,-23.6,55.4,984.8,6.8,718.8,4.92
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.479,0.294,8.0,7.3,4.08,190.8,0.037,0.22,12.0,21.9,119.6,19.4,923.3,14.76
eps_insulated_concrete,0.038,1250.0,1100.0,0.384,0.08,4.74,3.76,3.04,275.1,0.05,0.33,16.0,60.3,769.8,24.1,837.4,18.68
burnt_clay_brick,0.77,1900.0,840.0,0.148,0.231,4.77,4.71,2.5,121.0,0.094,0.13,-1.7,28.2,1057.5,1.4,632.0,23.57
timber_frame,0.13,500.0,1600.0,0.548,0.154,10.8,4.43,3.27,358.5,0.015,0.29,43.3,45.3,235.7,18.7,691.8,33.57
stabilized_earth_block,0.85,1800.0,880.0,0.118,0.084,8.29,3.84,2.99,211.9,0.09,0.12,-1.1,28.9,218.8,20.3,932.3,19.87
timber_frame,0.13,500.0,1600.0,0.473,0.38,5.17,6.33,2.98,60.1,0.151,0.31,39.8,49.2,1092.3,20.1,972.7,29.09
stabilized_earth_block,0.85,1800.0,880.0,0.144,0.267,11.32,4.94,3.3,125.6,0.071,0.21,23.7,12.2,197.5,16.1,609.0,26.19
burnt_clay_brick,0.77,1900.0,840.0,0.196,0.343,5.11,3.32,2.78,297.8,0.04,0.15,-20.7,46.0,718.6,1.8,904.8,-3.6
polyurethane_sandwich,0.022,40.0,1400.0,0.202,0.281,10.92,5.1,3.84,55.4,0.013,0.37,8.2,10.6,474.5,13.8,887.5,9.62
eps_insulated_concrete,0.038,1250.0,1100.0,0.154,0.325,4.91,4.08,2.63,82.5,0.163,0.14,11.4,54.4,777.1,23.8,991.5,14.69
timber_frame,0.13,500.0,1600.0,0.592,0.364,4.42,9.98,3.52,204.2,0.191,0.2,17.8,73.6,379.2,7.2,689.9,21.01
polyurethane_sandwich,0.022,40.0,1400.0,0.499,0.347,4.77,5.07,4.02,167.4,0.018,0.25,30.8,20.1,153.8,18.7,824.1,20.23
stabilized_earth_block,0.85,1800.0,880.0,0.38,0.206,8.85,7.99,4.12,19.0,0.036,0.36,30.9,29.2,150.8,21.6,828.3,22.8
stabilized_earth_block,0.85,1800.0,880.0,0.221,0.257,6.05,6.76,2.95,119.5,0.027,0.11,4.9,78.0,305.3,20.3,692.6,19.63
polyurethane_sandwich,0.022,40.0,1400.0,0.145,0.127,6.98,5.95,3.73,28.9,0.152,0.21,22.7,89.4,437.7,1.8,604.8,25.65
stabilized_earth_block,0.85,1800.0,880.0,0.488,0.301,10.77,8.06,2.58,59.4,0.148,0.27,-19.3,65.0,580.8,20.3,784.4,4.52
timber_frame,0.13,500.0,1600.0,0.424,0.098,8.68,9.78,2.45,53.9,0.071,0.18,-16.9,83.1,745.6,19.1,709.5,6.68
stabilized_earth_block,0.85,1800.0,880.0,0.373,0.127,9.01,6.78,3.0,188.0,0.154,0.1,32.7,33.1,721.7,2.0,759.4,26.38
stabilized_earth_block,0.85,1800.0,880.0,0.354,0.23,3.4,3.34,3.79,318.9,0.076,0.27,-18.8,67.9,375.1,4.6,758.6,1.44
stabilized_earth_block,0.85,1800.0,880.0,0.218,0.128,5.42,4.59,3.08,238.1,0.073,0.34,30.0,40.0,141.9,18.1,862.5,21.09
stabilized_earth_block,0.85,1800.0,880.0,0.303,0.157,8.42,7.3,3.37,127.8,0.2,0.32,29.5,86.2,956.2,13.6,652.8,21.09
stabilized_earth_block,0.85,1800.0,880.0,0.234,0.095,4.1,5.74,4.15,44.7,0.111,0.24,-24.7,60.0,358.7,21.6,674.5,-3.51
eps_insulated_concrete,0.038,1250.0,1100.0,0.349,0.378,7.64,5.65,4.0,190.2,0.013,0.14,-14.2,15.2,796.6,15.9,724.0,19.35
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.361,0.286,9.0,5.15,3.02,7.5,0.176,0.31,-15.9,67.8,945.0,11.3,643.7,8.21
burnt_clay_brick,0.77,1900.0,840.0,0.141,0.36,10.4,5.04,4.46,140.4,0.071,0.31,28.0,79.3,142.3,10.7,696.2,30.46
polyurethane_sandwich,0.022,40.0,1400.0,0.285,0.254,4.68,4.34,4.22,262.5,0.134,0.21,-3.5,73.4,963.1,13.3,1003.2,23.05
timber_frame,0.13,500.0,1600.0,0.353,0.374,9.95,8.12,3.17,200.2,0.1,0.11,43.8,36.5,1072.5,12.2,949.3,40.93
stabilized_earth_block,0.85,1800.0,880.0,0.437,0.189,5.61,7.47,4.49,104.9,0.041,0.13,42.9,75.9,294.3,13.6,846.6,35.05
polyurethane_sandwich,0.022,40.0,1400.0,0.161,0.313,10.26,8.64,2.59,256.1,0.091,0.21,36.5,19.9,148.3,24.4,701.3,24.4
stabilized_earth_block,0.85,1800.0,880.0,0.415,0.143,4.95,5.83,3.08,81.3,0.176,0.35,25.6,86.5,1018.1,15.7,812.1,28.67
burnt_clay_brick,0.77,1900.0,840.0,0.596,0.11,11.65,9.01,4.04,259.3,0.105,0.05,38.8,26.7,126.6,20.5,846.2,28.71
burnt_clay_brick,0.77,1900.0,840.0,0.489,0.116,4.15,7.18,4.34,88.0,0.075,0.22,24.2,31.1,383.6,24.5,650.3,26.78
polyurethane_sandwich,0.022,40.0,1400.0,0.554,0.373,10.94,7.76,3.22,219.5,0.069,0.36,-19.7,58.3,908.5,21.9,868.5,14.44
timber_frame,0.13,500.0,1600.0,0.243,0.253,5.03,5.78,3.4,301.7,0.117,0.31,3.5,23.6,823.0,23.6,854.8,27.19
timber_frame,0.13,500.0,1600.0,0.174,0.157,5.48,5.36,2.56,91.9,0.007,0.31,26.2,20.4,636.1,23.6,618.0,29.03
burnt_clay_brick,0.77,1900.0,840.0,0.415,0.329,6.04,6.45,3.23,156.7,0.158,0.07,23.6,19.3,228.8,19.7,607.5,26.58
stabilized_earth_block,0.85,1800.0,880.0,0.572,0.36,3.5,9.19,3.16,143.2,0.121,0.34,28.4,40.9,784.9,2.7,994.9,22.67
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.15,0.136,4.97,9.28,3.15,294.3,0.102,0.11,15.0,48.8,947.4,11.2,835.8,17.97
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.411,0.395,10.48,5.03,4.42,41.7,0.061,0.24,30.6,88.8,880.2,9.2,699.7,21.45
polyurethane_sandwich,0.022,40.0,1400.0,0.556,0.316,7.76,5.85,2.85,232.2,0.123,0.09,-17.8,39.6,791.1,1.4,945.3,12.67
timber_frame,0.13,500.0,1600.0,0.284,0.261,9.37,8.62,3.0,65.4,0.003,0.4,44.4,56.6,265.6,19.1,896.6,36.41
timber_frame,0.13,500.0,1600.0,0.571,0.215,8.62,8.66,4.23,236.4,0.166,0.27,28.2,69.7,775.9,19.3,958.8,19.07
stabilized_earth_block,0.85,1800.0,880.0,0.545,0.175,7.82,5.56,3.21,342.7,0.05,0.17,-17.8,11.7,600.4,8.4,859.9,2.5
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.577,0.365,3.98,8.87,4.09,80.3,0.156,0.32,5.1,55.1,1060.6,2.3,861.3,8.36
stabilized_earth_block,0.85,1800.0,880.0,0.595,0.231,6.58,3.82,4.0,350.0,0.006,0.2,27.4,34.8,1043.0,18.4,818.4,29.75
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.263,0.292,11.17,7.55,4.29,187.3,0.131,0.25,-23.8,75.5,384.7,1.1,744.8,2.69
eps_insulated_concrete,0.038,1250.0,1100.0,0.544,0.118,4.28,7.87,3.68,122.9,0.11,0.35,-14.7,57.2,458.7,17.2,782.3,14.6
burnt_clay_brick,0.77,1900.0,840.0,0.147,0.256,8.16,5.41,3.72,332.4,0.043,0.25,31.6,17.9,930.6,22.2,921.9,25.74
timber_frame,0.13,500.0,1600.0,0.257,0.188,11.31,3.84,4.17,279.8,0.08,0.1,16.1,71.9,949.8,7.5,977.6,17.94
stabilized_earth_block,0.85,1800.0,880.0,0.516,0.133,9.77,3.01,3.8,185.0,0.12,0.37,2.3,89.9,216.8,24.5,762.6,28.07
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.138,0.294,10.33,5.34,4.44,307.6,0.01,0.07,11.9,59.0,379.2,8.0,854.7,14.24
polyurethane_sandwich,0.022,40.0,1400.0,0.261,0.225,9.96,9.04,3.5,313.9,0.19,0.27,18.9,14.0,468.4,16.3,713.5,21.87
eps_insulated_concrete,0.038,1250.0,1100.0,0.32,0.272,6.52,3.41,4.38,318.8,0.145,0.32,3.8,20.4,237.2,1.5,935.4,28.21
polyurethane_sandwich,0.022,40.0,1400.0,0.536,0.312,10.43,9.46,4.34,353.5,0.113,0.38,-20.3,72.2,122.7,23.5,883.3,4.35
burnt_clay_brick,0.77,1900.0,840.0,0.134,0.142,4.82,4.62,4.37,343.5,0.063,0.3,-13.0,37.6,1061.0,3.6,828.8,6.07
stabilized_earth_block,0.85,1800.0,880.0,0.332,0.146,11.96,9.35,3.82,28.3,0.033,0.18,-9.7,43.8,925.2,24.5,733.5,7.78
eps_insulated_concrete,0.038,1250.0,1100.0,0.348,0.263,6.1,3.85,2.86,26.8,0.134,0.15,-6.5,13.9,1061.2,21.7,735.7,21.34
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.532,0.174,3.39,8.72,3.31,102.5,0.011,0.21,22.7,76.6,498.4,13.8,989.6,25.22
eps_insulated_concrete,0.038,1250.0,1100.0,0.47,0.24,7.62,9.41,2.56,300.2,0.128,0.36,37.6,57.1,927.3,3.5,681.2,26.22
timber_frame,0.13,500.0,1600.0,0.565,0.214,8.15,5.38,4.14,282.4,0.137,0.2,28.1,79.3,331.6,20.7,702.1,16.25
stabilized_earth_block,0.85,1800.0,880.0,0.524,0.137,9.13,5.23,2.46,82.4,0.15,0.39,-23.4,72.8,688.6,18.3,780.0,1.45
polyurethane_sandwich,0.022,40.0,1400.0,0.564,0.118,7.3,3.43,4.21,178.7,0.18,0.23,31.5,78.8,115.5,19.3,758.0,18.27
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.142,0.349,4.62,7.4,3.09,57.3,0.198,0.29,21.2,11.2,435.1,24.7,993.6,23.84
polyurethane_sandwich,0.022,40.0,1400.0,0.232,0.262,9.59,6.66,4.02,62.7,0.196,0.1,14.8,87.5,855.0,23.9,834.2,18.66
timber_frame,0.13,500.0,1600.0,0.486,0.166,6.87,7.26,3.01,196.8,0.003,0.11,37.5,13.0,430.9,1.8,854.2,31.34
polyurethane_sandwich,0.022,40.0,1400.0,0.215,0.349,6.9,8.03,3.91,90.3,0.194,0.28,-4.1,58.4,946.1,15.6,832.5,21.8
stabilized_earth_block,0.85,1800.0,880.0,0.424,0.171,7.07,6.82,3.36,291.7,0.183,0.29,5.9,38.6,279.0,22.5,768.7,8.64
eps_insulated_concrete,0.038,1250.0,1100.0,0.339,0.253,11.75,4.31,4.36,162.7,0.076,0.08,18.0,67.6,763.7,12.1,856.4,24.23
eps_insulated_concrete,0.038,1250.0,1100.0,0.292,0.128,8.61,9.41,3.46,258.7,0.031,0.34,-2.6,56.1,593.9,19.0,932.0,22.72
timber_frame,0.13,500.0,1600.0,0.259,0.248,6.59,4.3,3.71,85.5,0.01,0.14,-22.9,81.6,460.4,24.9,760.0,-4.16
timber_frame,0.13,500.0,1600.0,0.266,0.226,3.34,7.71,2.75,323.9,0.035,0.31,34.7,31.5,282.6,13.6,793.5,25.11
eps_insulated_concrete,0.038,1250.0,1100.0,0.198,0.193,10.34,5.06,3.74,228.2,0.027,0.24,15.3,31.5,491.4,21.8,963.8,19.79
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.373,0.368,8.15,3.72,3.25,93.9,0.137,0.37,-11.9,70.9,822.4,23.4,674.7,11.64
burnt_clay_brick,0.77,1900.0,840.0,0.295,0.39,4.55,9.62,2.87,250.1,0.069,0.26,23.1,18.2,960.5,23.5,644.6,27.07
polyurethane_sandwich,0.022,40.0,1400.0,0.296,0.197,11.56,6.43,2.95,139.1,0.17,0.16,17.7,70.5,873.0,7.9,709.9,22.96
stabilized_earth_block,0.85,1800.0,880.0,0.197,0.281,4.08,7.73,3.48,207.7,0.185,0.09,8.7,48.7,146.9,13.5,896.0,11.35
timber_frame,0.13,500.0,1600.0,0.218,0.334,3.77,5.55,3.23,31.8,0.059,0.09,32.9,26.2,316.6,5.2,860.1,23.35
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.509,0.232,10.61,6.67,2.9,153.5,0.17,0.07,42.2,31.3,946.6,17.7,870.2,36.1
stabilized_earth_block,0.85,1800.0,880.0,0.242,0.326,3.78,8.43,2.77,137.9,0.106,0.4,23.7,51.9,661.5,15.5,950.7,28.81
eps_insulated_concrete,0.038,1250.0,1100.0,0.103,0.196,5.12,6.6,3.57,276.1,0.08,0.36,40.5,54.6,1012.9,19.6,774.8,31.82
burnt_clay_brick,0.77,1900.0,840.0,0.532,0.267,6.74,8.28,3.53,100.6,0.173,0.1,24.4,50.8,1083.2,22.4,717.4,27.72
polyurethane_sandwich,0.022,40.0,1400.0,0.27,0.268,11.68,8.58,3.07,256.6,0.123,0.11,-16.0,86.6,1010.5,24.2,941.2,10.16
eps_insulated_concrete,0.038,1250.0,1100.0,0.593,0.088,11.39,3.04,2.48,56.1,0.061,0.27,16.0,80.3,172.7,6.7,869.9,18.58
stabilized_earth_block,0.85,1800.0,880.0,0.5,0.358,3.62,3.04,3.11,12.2,0.041,0.27,13.9,24.6,200.4,8.3,957.5,16.6
timber_frame,0.13,500.0,1600.0,0.408,0.203,8.58,8.02,2.7,346.7,0.138,0.38,4.6,81.9,888.8,18.3,722.9,29.06
eps_insulated_concrete,0.038,1250.0,1100.0,0.175,0.082,6.3,6.61,3.95,60.4,0.074,0.12,42.1,52.1,905.4,5.1,828.2,32.29
stabilized_earth_block,0.85,1800.0,880.0,0.469,0.141,3.57,4.4,2.7,302.8,0.001,0.16,-18.5,40.2,108.1,3.2,702.8,-6.41
burnt_clay_brick,0.77,1900.0,840.0,0.345,0.145,7.97,5.42,3.52,276.1,0.081,0.3,21.6,24.2,280.7,9.4,795.0,23.8
burnt_clay_brick,0.77,1900.0,840.0,0.473,0.196,8.65,6.39,3.2,310.6,0.188,0.16,18.3,50.9,875.5,17.1,790.5,21.8
polyurethane_sandwich,0.022,40.0,1400.0,0.377,0.313,6.53,6.85,2.78,158.2,0.024,0.21,-20.6,65.0,298.3,19.9,905.9,6.51
timber_frame,0.13,500.0,1600.0,0.428,0.389,11.61,9.48,3.08,62.1,0.115,0.25,18.0,69.3,981.6,23.9,907.8,21.15
burnt_clay_brick,0.77,1900.0,840.0,0.429,0.267,8.76,4.65,3.56,85.1,0.033,0.28,24.2,29.6,677.6,22.5,685.3,26.9
timber_frame,0.13,500.0,1600.0,0.57,0.165,4.1,8.07,3.37,267.7,0.099,0.11,2.5,29.8,119.6,9.0,963.5,25.67
timber_frame,0.13,500.0,1600.0,0.505,0.328,8.5,8.08,2.78,160.9,0.165,0.35,5.7,24.9,274.3,2.7,623.3,8.78
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.433,0.271,9.84,9.37,3.91,77.1,0.142,0.34,-15.3,86.1,1045.8,13.5,654.9,9.07
stabilized_earth_block,0.85,1800.0,880.0,0.506,0.321,3.89,8.55,3.23,284.6,0.173,0.24,-12.9,80.7,365.3,14.3,854.8,11.76
polyurethane_sandwich,0.022,40.0,1400.0,0.542,0.246,7.55,6.98,3.13,75.8,0.148,0.3,1.1,51.1,284.7,16.3,765.6,25.64
stabilized_earth_block,0.85,1800.0,880.0,0.499,0.375,10.11,8.7,2.48,6.2,0.196,0.13,2.1,16.6,672.7,20.1,734.7,26.8
eps_insulated_concrete,0.038,1250.0,1100.0,0.133,0.347,4.47,4.47,3.93,323.5,0.174,0.06,-14.6,56.2,879.2,18.5,846.5,9.2
burnt_clay_brick,0.77,1900.0,840.0,0.432,0.11,4.79,4.94,4.22,184.1,0.011,0.34,38.8,56.1,1092.2,3.0,888.4,42.56
eps_insulated_concrete,0.038,1250.0,1100.0,0.146,0.39,4.31,3.34,2.72,54.6,0.041,0.09,23.1,66.0,560.3,12.2,877.3,25.16
stabilized_earth_block,0.85,1800.0,880.0,0.158,0.327,9.06,3.81,3.2,37.6,0.183,0.06,18.2,12.6,236.0,9.2,911.9,21.1
timber_frame,0.13,500.0,1600.0,0.48,0.378,4.78,7.36,3.93,13.3,0.114,0.2,-1.4,52.9,760.3,11.9,968.3,23.54
burnt_clay_brick,0.77,1900.0,840.0,0.488,0.113,9.88,4.97,2.61,102.4,0.158,0.29,18.8,21.2,437.2,1.2,879.3,21.06
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.175,0.172,4.16,8.88,3.64,252.2,0.073,0.39,25.5,77.2,166.0,18.8,875.2,28.7
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.458,0.262,6.11,8.45,3.63,296.5,0.155,0.13,6.8,21.4,290.8,23.4,830.9,9.5
timber_frame,0.13,500.0,1600.0,0.283,0.178,11.32,4.48,2.46,338.9,0.178,0.32,-23.2,89.2,1030.2,11.1,752.0,1.73
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.34,0.258,5.5,4.16,3.7,159.5,0.144,0.08,4.8,57.3,512.3,4.1,961.2,31.39
timber_frame,0.13,500.0,1600.0,0.425,0.368,6.08,4.83,4.21,298.0,0.137,0.27,-9.5,66.8,385.5,7.0,652.4,14.96
timber_frame,0.13,500.0,1600.0,0.282,0.37,11.61,6.95,4.01,162.5,0.085,0.33,18.6,39.7,690.1,19.7,746.2,23.88
burnt_clay_brick,0.77,1900.0,840.0,0.313,0.135,5.21,6.36,2.62,301.2,0.05,0.2,-17.3,54.4,869.2,20.1,816.0,1.36
stabilized_earth_block,0.85,1800.0,880.0,0.204,0.338,9.63,5.89,2.88,161.8,0.055,0.38,9.2,43.9,142.6,1.3,640.9,12.42
polyurethane_sandwich,0.022,40.0,1400.0,0.435,0.223,4.33,3.21,3.91,350.7,0.141,0.21,-11.3,13.4,553.0,6.9,794.0,15.02
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.266,0.39,10.32,5.01,4.44,343.4,0.098,0.12,3.0,19.1,296.6,1.4,782.7,24.57
burnt_clay_brick,0.77,1900.0,840.0,0.366,0.249,6.2,5.98,3.3,91.4,0.006,0.09,-24.6,25.9,771.1,21.9,684.2,-10.86
eps_insulated_concrete,0.038,1250.0,1100.0,0.178,0.339,11.45,9.45,4.16,320.3,0.087,0.1,-0.3,15.1,340.5,4.3,958.6,23.0
stabilized_earth_block,0.85,1800.0,880.0,0.116,0.394,6.63,5.98,3.05,118.9,0.118,0.31,30.7,14.0,688.5,17.0,652.2,22.93
burnt_clay_brick,0.77,1900.0,840.0,0.119,0.32,5.36,4.65,4.01,198.7,0.164,0.25,24.0,66.6,796.4,14.8,732.3,30.55
polyurethane_sandwich,0.022,40.0,1400.0,0.599,0.101,10.06,3.3,3.68,180.7,0.162,0.15,33.1,75.7,1029.3,10.5,854.6,28.0
eps_insulated_concrete,0.038,1250.0,1100.0,0.419,0.287,4.79,7.13,3.84,292.9,0.076,0.24,-4.5,42.9,482.0,3.4,690.8,21.5
burnt_clay_brick,0.77,1900.0,840.0,0.576,0.235,8.14,4.74,4.14,274.4,0.087,0.12,23.2,51.2,691.0,7.9,838.8,25.91
stabilized_earth_block,0.85,1800.0,880.0,0.598,0.223,3.13,7.98,4.31,59.5,0.086,0.4,21.2,12.1,567.3,13.4,944.3,23.58
timber_frame,0.13,500.0,1600.0,0.522,0.114,6.7,8.89,3.79,237.3,0.126,0.28,-6.8,78.0,1001.9,14.1,1008.8,23.39
stabilized_earth_block,0.85,1800.0,880.0,0.218,0.299,9.76,7.0,3.65,318.6,0.156,0.21,-14.7,19.0,1076.0,24.1,907.0,8.55
timber_frame,0.13,500.0,1600.0,0.352,0.268,5.61,7.63,2.46,295.3,0.014,0.24,2.9,30.8,635.1,4.9,650.5,23.65
burnt_clay_brick,0.77,1900.0,840.0,0.361,0.316,5.1,9.88,4.44,134.6,0.187,0.24,-20.7,12.1,640.1,11.1,734.5,7.47
polyurethane_sandwich,0.022,40.0,1400.0,0.147,0.35,10.58,5.66,2.58,214.4,0.018,0.28,-19.1,22.6,991.0,17.2,848.0,13.15
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.4,0.216,11.13,4.05,3.93,141.2,0.189,0.28,34.4,63.2,150.0,2.0,748.9,22.03
polyurethane_sandwich,0.022,40.0,1400.0,0.159,0.37,3.8,7.07,2.64,153.8,0.099,0.24,-7.6,49.0,774.2,20.4,832.3,24.68
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.267,0.201,3.96,9.52,3.62,309.2,0.132,0.27,-12.3,61.2,984.8,23.2,894.8,11.76
burnt_clay_brick,0.77,1900.0,840.0,0.518,0.2,7.92,8.04,4.36,154.6,0.053,0.23,-14.4,45.5,252.9,9.1,762.1,6.98
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.591,0.194,9.84,8.78,3.25,195.3,0.025,0.23,15.2,73.1,322.0,13.8,823.7,18.54
timber_frame,0.13,500.0,1600.0,0.214,0.093,6.92,9.9,3.23,54.5,0.198,0.23,17.1,15.5,122.1,21.0,637.5,19.61
stabilized_earth_block,0.85,1800.0,880.0,0.207,0.346,8.28,8.3,3.92,128.8,0.151,0.26,32.0,89.9,973.1,18.2,645.3,24.96
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.338,0.21,3.0,4.31,2.92,330.6,0.064,0.23,3.0,72.4,800.3,22.8,751.3,24.92
burnt_clay_brick,0.77,1900.0,840.0,0.475,0.239,5.36,7.31,3.3,234.1,0.175,0.29,-5.8,73.0,516.4,21.3,797.4,21.54
polyurethane_sandwich,0.022,40.0,1400.0,0.342,0.372,9.73,8.41,2.67,93.1,0.108,0.31,19.1,53.7,1056.4,18.5,963.8,21.93
eps_insulated_concrete,0.038,1250.0,1100.0,0.517,0.127,5.44,6.1,3.27,305.2,0.021,0.13,-2.1,24.8,494.5,10.0,711.3,24.41
eps_insulated_concrete,0.038,1250.0,1100.0,0.408,0.252,10.24,4.74,4.45,142.5,0.124,0.2,40.1,40.5,412.4,22.4,637.9,29.36
burnt_clay_brick,0.77,1900.0,840.0,0.394,0.393,10.23,3.35,2.66,48.5,0.12,0.11,34.1,72.5,1094.7,6.9,990.1,24.27
polyurethane_sandwich,0.022,40.0,1400.0,0.122,0.116,7.27,5.96,3.93,81.7,0.119,0.31,13.9,41.6,521.2,7.0,1009.9,16.63
polyurethane_sandwich,0.022,40.0,1400.0,0.163,0.245,5.34,5.61,2.52,174.8,0.01,0.26,20.6,34.1,235.9,13.7,843.8,23.29
autoclaved_aerated_concrete,0.16,550.0,1000.0,0.123,0.375,11.99,7.78,2.98,325.1,0.172,0.26,5.2,42.8,426.9,11.5,668.0,7.86
burnt_clay_brick,0.77,1900.0,840.0,0.257,0.357,7.41,6.1,3.53,10.5,0.09,0.38,28.8,87.2,292.3,13.2,855.6,18.97
eps_insulated_concrete,0.038,1250.0,1100.0,0.165,0.354,6.33,8.59,4.24,282.0,0.171,0.11,4.3,66.0,154.2,10.5,740.3,27.75
timber_frame,0.13,500.0,1600.0,0.274,0.376,3.08,9.52,3.29,308.0,0.024,0.1,-12.3,71.0,551.9,24.1,800.9,7.56
polyurethane_sandwich,0.022,40.0,1400.0,0.337,0.208,9.87,7.29,3.22,37.3,0.035,0.3,-18.0,39.8,1072.4,13.1,1001.7,8.86
